loss,accuracy,val_loss,val_accuracy
4.869640223280398,0.009431137703359127,4.804227152270471,0.013173652812838554
4.769218914523096,0.02005987986922264,4.710540243251595,0.025149701163172722
4.6849580796178945,0.025149701163172722,4.697782348016065,0.02634730562567711
4.595374996790629,0.036077845841646194,4.642872333526611,0.034730538725852966
4.496706831241083,0.043862275779247284,4.480358080949612,0.05149700492620468
4.387310132295072,0.0492514967918396,4.36727429292873,0.06347305327653885
4.285881022493283,0.06497006118297577,4.343349565288977,0.046706587076187134
4.194149794692764,0.0700598806142807,4.232093959511397,0.0682634711265564
4.100293188751815,0.08293413370847702,4.098562923020231,0.06706586480140686
4.0395665796930915,0.0889221578836441,4.197308194851447,0.07664670795202255
3.967398981848163,0.10149700939655304,4.234783312517726,0.08982036262750626
3.903977754587185,0.10299400985240936,3.964221620274161,0.08502993732690811
3.8473233398563136,0.11107784509658813,3.886531244494958,0.09940119832754135
3.798140066112587,0.11841317266225815,3.9316086426466526,0.09700598567724228
3.7497052282630325,0.12395209819078445,4.071971910442421,0.08862275630235672
3.6872280136553828,0.13682635128498077,3.747573258634099,0.113772451877594
3.636673239890687,0.1384730488061905,3.748538859590085,0.12574850022792816
3.5964097655461935,0.14685629308223724,3.885811797159161,0.11017964035272598
3.53191848143846,0.16182634234428406,3.6822791570674873,0.13413172960281372
3.488003601571043,0.15943114459514618,3.5865790358560528,0.15089820325374603
3.462947693413603,0.1649700552225113,3.607652951143459,0.14850299060344696
3.4211434468537747,0.17380239069461823,3.563088181489956,0.15089820325374603
3.3700330807063392,0.1758982092142105,3.585173027244157,0.15449102222919464
3.352296434476704,0.1877245455980301,3.7271410276789867,0.1461077779531479
3.2966660675174464,0.19805389642715454,3.4864496056905048,0.1796407252550125
3.269348953298466,0.20778442919254303,3.6263464467968056,0.1628742516040802
3.2269471291296496,0.20703592896461487,3.482283713574895,0.17125748097896576
3.190553756531127,0.22260479629039764,3.4037431357149592,0.20119760930538177
3.1419403831401986,0.22499999403953552,3.4188257106050046,0.20119760930538177
3.1137975704170273,0.2272455096244812,3.5653053015292047,0.1892215609550476
